transaction_id,customer_id,transaction_date,transaction_time,transaction_type,category,amount,currency,merchant_name,merchant_category_code,channel,location,is_international,is_recurring,status
TXN1002109,SAN100363,2025-09-12,14:31:09,Debit,Subscriptions,134.27,GBP,Watson and Sons,2360,Online,Manchester,False,False,Completed
TXN1002110,SAN100457,2025-10-22,07:57:01,Debit,Direct Debit,12.54,GBP,Barton Inc,9677,Direct Debit,Southampton,False,False,Completed
TXN1002111,SAN100278,2025-11-12,22:48:16,Debit,Groceries,150.86,GBP,Tesco,1648,In-Store,Edinburgh,False,False,Completed
TXN1002112,SAN100132,2025-08-10,04:24:01,Debit,Travel,179.59,GBP,Adams PLC,6392,ATM,Stoke-on-Trent,False,True,Completed
TXN1002113,SAN100163,2025-05-07,18:26:40,Debit,Transport,19.56,GBP,TfL,8832,Direct Debit,Leeds,False,False,Completed
TXN1002114,SAN100105,2025-08-20,04:24:45,Debit,Direct Debit,110.99,GBP,"Marshall, O'Sullivan and Harris",1962,Online,Cardiff,False,True,Completed
TXN1002115,SAN100044,2025-01-17,02:26:54,Debit,Transfer Out,257.85,GBP,"Haynes, Newman and Lewis",4330,In-Store,Leeds,False,False,Completed
TXN1002116,SAN100008,2025-07-18,10:47:31,Debit,Entertainment,64.17,GBP,Disney+,1070,In-Store,Bradford,False,False,Completed
TXN1002117,SAN100061,2025-07-24,22:20:25,Debit,Entertainment,168.87,GBP,Disney+,5900,ATM,Glasgow,False,False,Completed
TXN1002118,SAN100475,2025-03-14,03:56:13,Debit,Subscriptions,46.56,GBP,Johnson-Buckley,8145,Mobile App,Bradford,False,False,Completed
TXN1002119,SAN100096,2025-11-16,23:26:16,Debit,Subscriptions,18.99,GBP,Booth Group,2305,Online,Coventry,False,False,Completed
TXN1002120,SAN100194,2025-01-03,02:42:24,Debit,Utilities,157.58,GBP,Thames Water,3774,In-Store,Glasgow,False,False,Completed
TXN1002121,SAN100363,2025-11-02,19:40:56,Debit,Transport,21.07,GBP,Uber,4568,ATM,Manchester,False,False,Pending
TXN1002122,SAN100094,2025-02-24,12:54:50,Debit,Healthcare,17.95,GBP,"Alexander, Black and Chapman",9976,ATM,Belfast,False,False,Completed
TXN1002123,SAN100335,2025-09-07,09:44:43,Debit,Education,149.22,GBP,"Birch, McDonald and Price",2229,Online,Glasgow,False,False,Completed
TXN1002124,SAN100033,2025-04-18,12:43:10,Debit,Direct Debit,142.98,GBP,Robson Inc,9893,Direct Debit,Bristol,False,False,Completed
TXN1002125,SAN100199,2025-08-20,06:20:17,Debit,Subscriptions,60.05,GBP,"Simpson, Hughes and Kent",4619,Online,London,False,False,Completed
TXN1002126,SAN100374,2025-04-19,23:59:31,Debit,Shopping,89.37,GBP,Baxter PLC,6699,Mobile App,Newcastle,False,False,Completed
TXN1002127,SAN100074,2025-10-30,18:41:38,Debit,ATM Withdrawal,495.45,GBP,"Stephenson, Brady and Smart",8344,Online,Leicester,False,False,Completed
TXN1002128,SAN100185,2025-01-16,22:03:43,Debit,Healthcare,76.56,GBP,"Allen, Hughes and Banks",5243,Mobile App,London,False,False,Completed
TXN1002129,SAN100439,2025-09-15,05:24:41,Credit,Salary,4644.42,GBP,"Stephens, Barry and Matthews",2822,In-Store,London,False,False,Completed
TXN1002130,SAN100492,2025-02-06,15:14:37,Debit,Healthcare,172.92,GBP,"James, Connolly and Booth",5270,Online,Bradford,False,False,Completed
TXN1002131,SAN100001,2025-10-18,23:44:02,Credit,Salary,4912.09,GBP,"Bowen, Evans and Turner",7747,Mobile App,Stoke-on-Trent,False,False,Failed
TXN1002132,SAN100411,2025-04-18,17:01:12,Debit,Transfer Out,68.14,GBP,"Ross, Murphy and Thomas",3221,Direct Debit,Glasgow,True,False,Completed
TXN1002133,SAN100368,2025-08-03,07:51:06,Debit,Utilities,28.73,GBP,Virgin Media,3643,In-Store,Sheffield,False,True,Completed
TXN1002134,SAN100079,2025-01-30,22:45:52,Debit,Dining,7.57,GBP,Wagamama,8717,ATM,Glasgow,False,False,Completed
TXN1002135,SAN100304,2025-10-25,02:26:51,Debit,Dining,11.23,GBP,Wagamama,2511,Online,Stoke-on-Trent,False,False,Completed
TXN1002136,SAN100190,2025-02-02,20:44:35,Debit,Direct Debit,157.44,GBP,"Ward, Patel and Smith",2891,In-Store,Belfast,False,False,Completed
TXN1002137,SAN100160,2025-11-06,16:23:11,Debit,Transport,67.14,GBP,Shell,3385,In-Store,Bradford,False,False,Completed
TXN1002138,SAN100475,2025-04-23,04:12:11,Debit,Healthcare,61.41,GBP,"North, Davidson and Mason",6888,Mobile App,Stoke-on-Trent,False,False,Completed
TXN1002139,SAN100123,2025-07-11,19:58:04,Debit,Groceries,29.89,GBP,Waitrose,1281,Online,London,False,True,Completed
TXN1002140,SAN100443,2025-02-06,10:26:24,Credit,Transfer In,4744.5,GBP,Thomson and Sons,4974,ATM,Birmingham,False,False,Completed
TXN1002141,SAN100390,2025-08-07,03:58:03,Debit,Travel,153.39,GBP,"Allen, Phillips and Dickinson",2566,ATM,Edinburgh,False,False,Completed
TXN1002142,SAN100375,2025-10-12,21:53:07,Debit,Direct Debit,127.62,GBP,Kaur PLC,1596,In-Store,Birmingham,False,False,Completed
TXN1002143,SAN100114,2025-11-06,19:03:45,Debit,Groceries,80.18,GBP,Lidl,6641,Mobile App,Stoke-on-Trent,False,False,Completed
TXN1002144,SAN100116,2025-04-03,19:59:01,Debit,Education,113.87,GBP,Smith Ltd,2890,In-Store,Leeds,False,False,Completed
TXN1002145,SAN100367,2025-08-06,01:43:07,Debit,Education,53.86,GBP,Birch-Carter,4924,Mobile App,London,False,False,Completed
TXN1002146,SAN100176,2025-08-21,08:43:38,Debit,Direct Debit,101.13,GBP,Williamson-Harding,7096,Direct Debit,Edinburgh,False,True,Completed
TXN1002147,SAN100095,2025-04-21,16:18:40,Debit,Subscriptions,179.48,GBP,"Thompson, Harding and Morton",1010,Mobile App,Southampton,False,True,Completed
TXN1002148,SAN100457,2025-08-11,04:58:10,Debit,Entertainment,106.37,GBP,Vue Cinema,8031,Online,Nottingham,False,True,Completed
TXN1002149,SAN100235,2025-04-04,23:29:03,Debit,Transport,50.54,GBP,Uber,7082,Mobile App,Manchester,False,False,Completed
TXN1002150,SAN100047,2025-07-10,13:44:38,Debit,Direct Debit,48.42,GBP,"Middleton, Wilson and Chambers",2132,ATM,Stoke-on-Trent,False,False,Completed
TXN1002151,SAN100262,2025-06-02,19:22:01,Debit,Dining,42.92,GBP,Pret,7528,Direct Debit,Liverpool,False,False,Completed
TXN1002152,SAN100154,2025-06-23,01:10:56,Debit,Education,155.91,GBP,Connolly-Payne,9173,In-Store,Cardiff,False,False,Completed
TXN1002153,SAN100345,2025-07-24,09:38:15,Debit,Entertainment,51.88,GBP,Spotify,5104,In-Store,Newcastle,False,True,Completed
TXN1002154,SAN100040,2025-06-08,01:59:45,Debit,Education,143.34,GBP,Wells-Doherty,6043,Online,Cardiff,False,False,Completed
TXN1002155,SAN100055,2024-12-06,08:34:55,Debit,Shopping,109.24,GBP,Davey-Griffin,6166,Mobile App,Edinburgh,False,False,Completed
TXN1002156,SAN100089,2025-03-15,12:41:33,Debit,ATM Withdrawal,259.51,GBP,Wilson-Chamberlain,7206,Online,Liverpool,False,False,Completed
TXN1002157,SAN100390,2025-07-17,22:37:45,Debit,Transport,48.22,GBP,National Rail,6536,Direct Debit,Edinburgh,False,False,Completed
TXN1002158,SAN100164,2025-01-13,10:44:51,Credit,Salary,2920.19,GBP,"Lawrence, West and Tucker",3282,Direct Debit,Nottingham,False,False,Completed
TXN1002159,SAN100071,2025-09-30,12:13:30,Debit,Subscriptions,89.84,GBP,Anderson-O'Brien,4011,Direct Debit,Birmingham,False,True,Completed
TXN1002160,SAN100080,2025-02-11,08:21:11,Debit,Subscriptions,32.07,GBP,"Shepherd, Smith and James",3146,Online,Edinburgh,False,False,Completed
TXN1002161,SAN100090,2025-01-01,01:09:32,Debit,Direct Debit,28.25,GBP,Kelly-Brookes,4944,Direct Debit,Liverpool,False,False,Completed
TXN1002162,SAN100439,2025-03-29,09:05:39,Debit,ATM Withdrawal,22.38,GBP,Dean-Mason,4625,In-Store,Belfast,False,False,Completed
TXN1002163,SAN100118,2025-02-12,11:56:41,Debit,Subscriptions,35.59,GBP,Briggs LLC,1739,ATM,Stoke-on-Trent,False,False,Completed
TXN1002164,SAN100077,2025-07-14,17:59:11,Debit,Groceries,86.51,GBP,Aldi,1798,Online,Sheffield,False,False,Completed
TXN1002165,SAN100250,2025-02-16,22:34:09,Debit,Subscriptions,100.01,GBP,Jones-Baker,2012,Online,Manchester,False,True,Completed
TXN1002166,SAN100174,2025-06-10,02:58:04,Debit,Healthcare,24.39,GBP,Roberts Group,3395,In-Store,Cardiff,False,False,Completed
TXN1002167,SAN100252,2025-10-07,12:06:15,Debit,Utilities,105.25,GBP,Thames Water,6798,Direct Debit,Edinburgh,True,False,Failed
TXN1002168,SAN100415,2024-12-17,08:48:38,Debit,Direct Debit,32.81,GBP,"Phillips, Baker and Harrison",1007,ATM,Belfast,False,False,Completed
TXN1002169,SAN100119,2025-07-23,11:39:29,Debit,Utilities,192.66,GBP,Virgin Media,8679,Mobile App,Stoke-on-Trent,False,False,Completed
TXN1002170,SAN100225,2025-01-09,11:29:20,Credit,Transfer In,1795.73,GBP,Howells LLC,5015,Mobile App,London,False,True,Completed
TXN1002171,SAN100387,2025-02-03,09:09:44,Debit,Shopping,43.18,GBP,Richards-Wells,2710,Online,Leicester,False,False,Completed
TXN1002172,SAN100219,2025-01-14,04:35:03,Debit,Shopping,16.39,GBP,"Barry, Moore and Butler",3896,Mobile App,Southampton,False,True,Completed
TXN1002173,SAN100283,2025-10-01,10:15:33,Debit,Utilities,165.17,GBP,Virgin Media,6261,Mobile App,Stoke-on-Trent,False,False,Completed
TXN1002174,SAN100319,2025-09-03,06:22:27,Debit,Groceries,35.4,GBP,Sainsbury's,2134,Online,Nottingham,False,False,Completed
TXN1002175,SAN100012,2024-12-03,02:33:29,Debit,Healthcare,127.69,GBP,Clarke-Watts,8828,Mobile App,Newcastle,False,True,Completed
TXN1002176,SAN100248,2025-06-10,22:45:10,Debit,Utilities,110.13,GBP,Sky,3544,Online,Glasgow,False,False,Completed
TXN1002177,SAN100331,2025-10-09,06:58:52,Debit,Travel,76.69,GBP,Ahmed-Ball,4615,Mobile App,Birmingham,False,False,Completed
TXN1002178,SAN100098,2025-11-07,00:38:56,Debit,Groceries,12.81,GBP,Aldi,5011,Mobile App,Cardiff,False,False,Completed
TXN1002179,SAN100289,2025-06-22,03:02:38,Debit,Direct Debit,140.89,GBP,Sanderson-Andrews,4986,Online,Newcastle,False,False,Completed
TXN1002180,SAN100320,2025-10-12,01:23:53,Debit,Travel,171.03,GBP,"Lowe, James and Power",7225,Direct Debit,Newcastle,False,False,Pending
TXN1002181,SAN100365,2025-05-11,01:44:12,Debit,Dining,25.14,GBP,Pret,4304,Mobile App,Southampton,False,True,Failed
TXN1002182,SAN100458,2025-03-19,16:05:22,Debit,Transport,184.27,GBP,National Rail,1675,Online,Leeds,False,False,Completed
TXN1002183,SAN100198,2025-01-30,19:52:30,Debit,Transfer Out,189.49,GBP,Cole-Dennis,8011,Mobile App,Edinburgh,False,False,Completed
TXN1002184,SAN100112,2025-11-24,12:59:58,Debit,ATM Withdrawal,445.99,GBP,"White, Donnelly and Hope",2042,In-Store,Coventry,False,False,Completed
TXN1002185,SAN100112,2025-05-03,16:26:32,Debit,Transfer Out,456.6,GBP,Roberts-Stephens,9011,ATM,Nottingham,False,False,Completed
TXN1002186,SAN100210,2025-08-17,19:21:16,Debit,Dining,108.14,GBP,Starbucks,5808,Direct Debit,Southampton,False,False,Completed
TXN1002187,SAN100147,2025-07-12,15:46:16,Credit,Transfer In,2154.24,GBP,Knight LLC,2971,Online,Edinburgh,False,True,Completed
TXN1002188,SAN100211,2025-11-15,08:40:18,Debit,Subscriptions,30.27,GBP,Morgan Ltd,7861,ATM,Nottingham,False,False,Completed
TXN1002189,SAN100419,2025-05-05,22:15:28,Credit,Salary,744.06,GBP,Payne-Begum,7909,In-Store,Leicester,False,False,Completed
TXN1002190,SAN100483,2024-12-02,22:26:57,Debit,Transport,149.24,GBP,Esso,1356,Direct Debit,Leicester,False,False,Completed
TXN1002191,SAN100137,2024-12-15,00:49:41,Debit,ATM Withdrawal,86.47,GBP,Roberts LLC,3146,Direct Debit,Leeds,False,False,Completed
TXN1002192,SAN100461,2025-07-21,23:19:35,Debit,Groceries,41.28,GBP,Lidl,4209,ATM,Coventry,False,False,Completed
TXN1002193,SAN100437,2025-07-02,16:27:09,Credit,Transfer In,3506.59,GBP,Ford and Sons,1102,ATM,Belfast,False,False,Completed
TXN1002194,SAN100449,2025-01-17,12:26:00,Debit,Entertainment,77.85,GBP,Vue Cinema,5772,Online,Leicester,True,False,Completed
TXN1002195,SAN100068,2025-10-16,22:14:45,Debit,Utilities,62.06,GBP,Sky,3359,In-Store,Newcastle,False,False,Completed
TXN1002196,SAN100028,2025-10-19,00:17:29,Debit,Direct Debit,115.64,GBP,Roberts LLC,5419,ATM,Birmingham,False,False,Completed
TXN1002197,SAN100373,2024-12-25,22:15:31,Debit,Education,7.29,GBP,Duncan Group,4229,Mobile App,Sheffield,False,False,Completed
TXN1002198,SAN100413,2024-12-12,23:39:14,Debit,Travel,88.14,GBP,Parkinson Group,1071,Online,Birmingham,False,False,Completed
TXN1002199,SAN100013,2025-06-21,10:44:38,Debit,ATM Withdrawal,475.59,GBP,Richardson LLC,1802,Direct Debit,Edinburgh,False,False,Completed
TXN1002200,SAN100129,2025-03-21,08:29:50,Debit,Transfer Out,483.05,GBP,"Whittaker, Cooper and Grant",9898,In-Store,Newcastle,False,False,Completed
TXN1002201,SAN100345,2025-11-28,21:39:43,Debit,Subscriptions,79.3,GBP,Connor-Robson,9347,In-Store,Stoke-on-Trent,False,False,Completed
TXN1002202,SAN100043,2025-08-09,15:50:57,Credit,Transfer In,1430.8,GBP,Davison Ltd,1142,ATM,Bristol,False,False,Completed
TXN1002203,SAN100468,2025-09-14,14:30:52,Debit,Subscriptions,30.95,GBP,"Wells, Graham and Burrows",7069,Mobile App,Bristol,False,False,Completed
TXN1002204,SAN100096,2024-12-02,23:23:38,Debit,Entertainment,56.0,GBP,Amazon Prime,2533,Direct Debit,Newcastle,False,False,Pending
TXN1002205,SAN100447,2025-04-13,08:42:54,Debit,Groceries,20.1,GBP,ASDA,5780,Mobile App,Leeds,False,False,Completed
TXN1002206,SAN100353,2025-06-06,18:16:21,Debit,Direct Debit,143.15,GBP,"Campbell, Bell and Hussain",1983,Direct Debit,Manchester,False,False,Completed
TXN1002207,SAN100327,2025-11-12,07:56:18,Debit,Transfer Out,369.56,GBP,Carey and Sons,1585,ATM,Bristol,False,True,Completed
TXN1002208,SAN100123,2025-08-15,22:34:58,Debit,Utilities,72.97,GBP,BT,9338,ATM,Birmingham,False,False,Completed
TXN1002209,SAN100324,2025-09-21,12:06:36,Credit,Salary,963.63,GBP,Pratt and Sons,9438,In-Store,Coventry,False,False,Completed
TXN1002210,SAN100100,2025-10-01,22:45:24,Debit,Groceries,126.77,GBP,Tesco,2689,Mobile App,Bradford,False,False,Completed
TXN1002211,SAN100249,2025-01-15,18:05:46,Debit,ATM Withdrawal,411.51,GBP,"Wilkins, Gray and Bailey",9993,ATM,Manchester,False,False,Completed
TXN1002212,SAN100454,2025-03-21,22:34:34,Debit,Education,159.11,GBP,Howard Ltd,2682,Mobile App,Bradford,False,False,Completed
TXN1002213,SAN100359,2024-12-03,14:43:15,Debit,Utilities,90.01,GBP,British Gas,6993,Direct Debit,Nottingham,False,False,Pending
TXN1002214,SAN100057,2025-01-02,10:48:29,Debit,Utilities,115.91,GBP,BT,7314,Mobile App,Belfast,False,False,Completed
TXN1002215,SAN100101,2025-02-27,23:51:32,Debit,Entertainment,85.7,GBP,Disney+,1682,ATM,London,False,False,Completed
TXN1002216,SAN100097,2025-03-06,10:25:07,Debit,Dining,74.52,GBP,Starbucks,2097,Direct Debit,Belfast,False,False,Completed
TXN1002217,SAN100189,2025-01-28,02:42:07,Debit,Transport,76.13,GBP,National Rail,5054,Direct Debit,Bradford,False,True,Completed
TXN1002218,SAN100072,2025-08-19,14:00:23,Debit,Utilities,96.28,GBP,Virgin Media,8896,ATM,Stoke-on-Trent,True,False,Completed
TXN1002219,SAN100137,2025-05-18,17:34:55,Debit,Direct Debit,87.94,GBP,Kent Group,9979,Mobile App,Newcastle,True,False,Completed
TXN1002220,SAN100077,2025-04-27,03:16:37,Debit,Transfer Out,267.41,GBP,"Hopkins, Murphy and Greenwood",4350,In-Store,Leicester,False,False,Completed
TXN1002221,SAN100286,2025-10-25,03:11:29,Debit,Transfer Out,330.73,GBP,Hall-Smith,5178,ATM,Birmingham,False,False,Completed
TXN1002222,SAN100084,2025-11-20,22:38:05,Debit,Shopping,29.53,GBP,"Johnson, Jones and Lamb",9484,ATM,Edinburgh,False,False,Completed
TXN1002223,SAN100278,2025-10-11,14:02:16,Debit,Education,164.55,GBP,Rose PLC,1125,Direct Debit,Coventry,False,False,Completed
TXN1002224,SAN100233,2025-01-02,14:09:51,Debit,Transfer Out,417.75,GBP,"Cox, Palmer and Moss",3734,Mobile App,Coventry,False,False,Pending
TXN1002225,SAN100059,2025-02-26,15:47:52,Debit,Utilities,176.37,GBP,Sky,5792,In-Store,Cardiff,False,False,Completed
TXN1002226,SAN100471,2025-01-06,23:26:05,Debit,Healthcare,43.69,GBP,Parry and Sons,2007,Online,Leicester,False,True,Completed
TXN1002227,SAN100072,2025-08-19,20:31:45,Credit,Transfer In,4358.97,GBP,Berry and Sons,3307,In-Store,Edinburgh,False,False,Completed
TXN1002228,SAN100493,2024-12-23,18:23:17,Debit,Groceries,73.02,GBP,Aldi,8920,Mobile App,Coventry,False,False,Completed
TXN1002229,SAN100364,2025-08-08,14:38:12,Debit,Direct Debit,88.3,GBP,Williams Ltd,2971,Direct Debit,Coventry,False,False,Completed
TXN1002230,SAN100179,2025-08-23,12:15:52,Debit,Transfer Out,211.41,GBP,"Lynch, Morgan and Andrews",8458,Mobile App,Edinburgh,True,False,Completed
TXN1002231,SAN100268,2025-11-03,17:02:22,Debit,ATM Withdrawal,132.57,GBP,Clayton-Nash,5711,ATM,London,True,False,Completed
TXN1002232,SAN100479,2025-11-14,08:01:59,Debit,ATM Withdrawal,423.02,GBP,"Stevens, Ali and Thompson",3267,Mobile App,Belfast,False,False,Completed
TXN1002233,SAN100355,2025-01-06,10:49:12,Debit,Entertainment,29.8,GBP,Netflix,2244,ATM,Sheffield,False,False,Completed
TXN1002234,SAN100185,2025-05-05,13:26:01,Credit,Transfer In,1780.31,GBP,Moss-Grant,4985,Mobile App,Manchester,False,False,Completed
TXN1002235,SAN100300,2025-07-22,09:46:25,Debit,Utilities,21.11,GBP,Thames Water,1608,Online,Manchester,False,False,Completed
TXN1002236,SAN100214,2025-02-24,21:35:50,Debit,Groceries,10.99,GBP,Tesco,3204,Mobile App,Belfast,False,False,Completed
TXN1002237,SAN100432,2025-06-19,15:55:41,Debit,Education,182.4,GBP,Wheeler LLC,8466,Direct Debit,Newcastle,False,False,Completed
TXN1002238,SAN100105,2025-07-27,03:20:04,Debit,Shopping,100.94,GBP,"Robson, Pearson and Davis",2462,Direct Debit,Liverpool,False,False,Completed
TXN1002239,SAN100046,2025-06-15,19:58:42,Debit,ATM Withdrawal,141.03,GBP,Humphreys-Brookes,4972,Direct Debit,Southampton,False,False,Completed
TXN1002240,SAN100425,2025-05-02,04:37:00,Debit,Transport,163.4,GBP,TfL,4402,Online,Coventry,False,False,Completed
TXN1002241,SAN100186,2025-05-28,04:38:27,Debit,Entertainment,156.84,GBP,Spotify,6085,Mobile App,Stoke-on-Trent,False,False,Completed
TXN1002242,SAN100085,2025-07-23,22:59:56,Credit,Transfer In,2741.27,GBP,"Reid, Hughes and Wade",3105,ATM,London,True,True,Completed
TXN1002243,SAN100345,2025-04-23,03:24:04,Credit,Salary,1135.63,GBP,Howarth PLC,9947,Mobile App,Manchester,False,False,Completed
TXN1002244,SAN100008,2025-04-01,01:44:03,Debit,Shopping,21.77,GBP,Whitehead-Watson,1394,Direct Debit,Cardiff,False,False,Completed
TXN1002245,SAN100058,2025-05-31,11:36:49,Debit,Healthcare,191.1,GBP,"Wood, Gardner and Williams",4324,Online,Newcastle,False,False,Completed
TXN1002246,SAN100335,2025-09-27,18:16:18,Debit,Direct Debit,47.33,GBP,"Williams, Birch and Coleman",4289,Online,Birmingham,False,True,Completed
TXN1002247,SAN100026,2024-12-26,03:51:53,Debit,Travel,165.05,GBP,Fry Ltd,4846,Online,Stoke-on-Trent,False,True,Completed
TXN1002248,SAN100481,2025-10-25,13:53:17,Debit,Dining,171.45,GBP,Starbucks,1734,In-Store,Bradford,False,False,Completed
TXN1002249,SAN100487,2025-05-20,16:14:00,Debit,Dining,17.57,GBP,Starbucks,3944,Direct Debit,Manchester,False,False,Completed
TXN1002250,SAN100361,2025-06-11,00:39:13,Debit,Transport,128.5,GBP,Shell,7958,Online,Sheffield,False,False,Completed
TXN1002251,SAN100329,2025-05-31,07:57:54,Debit,Groceries,104.81,GBP,Lidl,2349,In-Store,Glasgow,False,False,Completed
TXN1002252,SAN100436,2025-01-10,17:20:59,Debit,ATM Withdrawal,385.3,GBP,Walters-Warren,5965,Mobile App,Bristol,False,False,Completed
TXN1002253,SAN100466,2025-01-20,03:03:07,Credit,Transfer In,1491.3,GBP,"Harding, Reynolds and Clarke",2446,Online,Belfast,False,False,Completed
TXN1002254,SAN100379,2024-12-10,21:37:14,Debit,Transport,6.63,GBP,BP,8088,Mobile App,Newcastle,False,False,Completed
TXN1002255,SAN100071,2025-08-04,03:12:29,Debit,Utilities,113.75,GBP,British Gas,6053,In-Store,Southampton,False,False,Completed
TXN1002256,SAN100442,2025-11-20,12:01:37,Debit,Shopping,131.29,GBP,James Group,2701,Mobile App,Coventry,False,False,Completed
TXN1002257,SAN100253,2025-08-23,20:08:46,Debit,Education,82.64,GBP,"Taylor, French and Lord",3052,Direct Debit,Stoke-on-Trent,False,False,Completed
TXN1002258,SAN100221,2025-10-19,02:48:33,Debit,Travel,107.56,GBP,Carter-Jones,6857,Online,Birmingham,False,False,Completed
TXN1002259,SAN100327,2025-09-22,15:18:04,Debit,Entertainment,94.68,GBP,Disney+,3816,Direct Debit,Liverpool,False,False,Completed
TXN1002260,SAN100425,2025-08-08,01:46:23,Credit,Transfer In,2816.95,GBP,Joyce-Lowe,4190,Mobile App,Nottingham,False,False,Completed
TXN1002261,SAN100086,2025-06-26,07:55:26,Debit,Entertainment,112.31,GBP,Odeon,9810,Direct Debit,London,False,False,Completed
TXN1002262,SAN100162,2025-04-07,03:56:37,Debit,Subscriptions,109.41,GBP,Faulkner Ltd,3221,ATM,Cardiff,False,False,Completed
TXN1002263,SAN100165,2025-08-14,23:41:28,Debit,Subscriptions,168.01,GBP,King-Evans,7228,ATM,London,False,True,Completed
TXN1002264,SAN100491,2025-02-25,02:11:10,Credit,Transfer In,2894.9,GBP,"Byrne, Long and Bull",6195,Online,Birmingham,False,False,Completed
TXN1002265,SAN100395,2025-08-31,15:39:49,Debit,Education,26.33,GBP,Howell LLC,7349,ATM,Coventry,False,True,Completed
TXN1002266,SAN100421,2025-11-22,15:45:25,Debit,Entertainment,120.1,GBP,Amazon Prime,7495,ATM,Birmingham,False,False,Completed
TXN1002267,SAN100430,2025-02-24,21:43:52,Debit,Dining,107.49,GBP,Nando's,1918,ATM,Manchester,True,False,Completed
TXN1002268,SAN100304,2025-04-21,05:34:31,Credit,Transfer In,3373.69,GBP,Bradley PLC,9566,Mobile App,Stoke-on-Trent,False,False,Completed
TXN1002269,SAN100025,2025-03-27,17:33:58,Credit,Salary,1548.12,GBP,Collins-Lee,1272,In-Store,Newcastle,True,True,Completed
TXN1002270,SAN100174,2025-01-29,03:42:19,Credit,Salary,559.37,GBP,Carr PLC,9309,Mobile App,Manchester,False,True,Completed
TXN1002271,SAN100011,2025-10-24,15:41:52,Debit,Healthcare,134.01,GBP,Brown and Sons,6646,In-Store,Liverpool,False,False,Completed
TXN1002272,SAN100107,2025-07-23,08:09:02,Debit,ATM Withdrawal,77.15,GBP,Marsh Ltd,1256,Mobile App,Liverpool,False,True,Pending
TXN1002273,SAN100327,2025-11-09,10:56:26,Debit,Transport,8.86,GBP,National Rail,5287,In-Store,Nottingham,False,False,Completed
TXN1002274,SAN100412,2025-08-31,04:01:27,Debit,Subscriptions,92.99,GBP,"Jennings, Stokes and Jones",4919,Mobile App,Edinburgh,False,False,Completed
TXN1002275,SAN100452,2025-07-27,07:08:45,Debit,Transfer Out,351.38,GBP,"Lewis, George and West",5539,ATM,Nottingham,False,False,Completed
TXN1002276,SAN100208,2025-10-29,10:35:43,Credit,Salary,3996.38,GBP,"Allan, Jones and Kelly",9127,ATM,Manchester,False,False,Completed
TXN1002277,SAN100106,2025-07-05,07:07:30,Debit,Shopping,130.96,GBP,Jenkins Inc,5147,ATM,Sheffield,False,False,Completed
TXN1002278,SAN100335,2025-01-22,15:34:43,Debit,Healthcare,179.78,GBP,Parkinson Ltd,9789,Mobile App,Belfast,False,False,Completed
TXN1002279,SAN100446,2025-01-25,01:25:49,Debit,Dining,103.8,GBP,Wagamama,4746,ATM,Stoke-on-Trent,False,False,Completed
TXN1002280,SAN100426,2025-02-14,07:17:52,Debit,Education,47.09,GBP,Taylor Ltd,7416,ATM,Bradford,False,True,Completed
TXN1002281,SAN100415,2025-11-16,03:08:51,Debit,Education,97.19,GBP,Hall-Knowles,9593,Mobile App,London,False,False,Completed
TXN1002282,SAN100081,2024-12-20,04:22:08,Debit,Transfer Out,444.23,GBP,"Vaughan, Davies and Clark",7693,Direct Debit,Stoke-on-Trent,False,False,Completed
TXN1002283,SAN100124,2025-04-19,07:24:47,Debit,ATM Withdrawal,488.19,GBP,Clarke and Sons,8055,Direct Debit,Cardiff,False,True,Completed
TXN1002284,SAN100370,2024-12-15,22:16:59,Debit,Transfer Out,166.69,GBP,"Atkinson, Williams and Wood",1976,ATM,Manchester,False,False,Completed
TXN1002285,SAN100084,2025-07-30,04:54:33,Credit,Transfer In,4202.29,GBP,"Carter, Begum and Ryan",1837,Mobile App,Newcastle,False,False,Completed
TXN1002286,SAN100388,2025-07-16,01:28:39,Debit,Transport,115.59,GBP,Esso,8658,Mobile App,Sheffield,False,False,Completed
TXN1002287,SAN100497,2025-08-24,00:19:57,Debit,Subscriptions,66.37,GBP,Harris and Sons,6658,Online,Sheffield,False,True,Completed
TXN1002288,SAN100171,2025-05-07,03:31:50,Debit,Travel,198.6,GBP,Martin-Brown,2801,ATM,Manchester,False,False,Completed
TXN1002289,SAN100153,2025-02-03,22:25:01,Debit,Shopping,9.52,GBP,"Hawkins, Barker and O'Donnell",4030,Direct Debit,Leeds,False,False,Completed
TXN1002290,SAN100071,2025-01-07,11:31:18,Debit,Direct Debit,95.48,GBP,Noble-Green,5338,In-Store,Sheffield,False,False,Completed
TXN1002291,SAN100169,2024-12-08,22:35:01,Debit,Transport,20.34,GBP,Esso,2647,Online,Glasgow,False,False,Completed
TXN1002292,SAN100444,2025-06-22,11:37:47,Debit,Entertainment,83.22,GBP,Spotify,8548,ATM,Glasgow,False,False,Completed
TXN1002293,SAN100093,2025-04-23,18:18:41,Debit,Transfer Out,340.56,GBP,"Davidson, Holt and Bailey",2818,Online,Bradford,False,False,Completed
TXN1002294,SAN100366,2025-07-31,08:59:42,Credit,Salary,2075.44,GBP,Hayes LLC,5793,ATM,Birmingham,False,False,Pending
TXN1002295,SAN100408,2025-04-16,18:02:30,Debit,Subscriptions,165.64,GBP,Gray PLC,2324,Direct Debit,Sheffield,False,True,Completed
