complaint_id,customer_id,customer_age,customer_gender,customer_segment,customer_city,complaint_date,complaint_time,category,severity,description,channel,status,resolution_date,resolution_days,compensation_amount,satisfaction_score,escalated,product_involved,branch_code
CMP100502,SAN100083,57,Male,Standard,London,2024-08-25,08:12:56,Branch Service,Medium,Branch closed without notice,Email,Closed,2024-08-26,1.0,54.19,3.0,False,Help to Buy ISA,BR417
CMP100503,SAN100203,28,Male,Premium,Bristol,2024-07-24,18:21:16,Fee Complaints,High,Unexpected overdraft fee charged,Online Chat,Closed,2024-07-25,1.0,57.31,3.0,False,Mortgage,
CMP100504,SAN100214,60,Other,Premium,Leicester,2025-03-29,06:12:55,Interest Rate Disputes,Medium,Savings rate lower than advertised,Mobile App,Resolved,2025-05-11,43.0,0.0,5.0,False,1|2|3 Current Account,BR177
CMP100505,SAN100355,48,Other,Premium,London,2025-01-04,13:13:18,Loan/Mortgage Issues,Low,Incorrect interest rate applied,Online Chat,Closed,2025-01-22,18.0,0.0,5.0,False,Help to Buy ISA,
CMP100506,SAN100385,55,Female,Premium,Bristol,2025-10-06,21:01:54,Card Problems,Medium,New card not received after 2 weeks,Branch,Resolved,2025-10-12,6.0,0.0,4.0,False,Business Current Account,
CMP100507,SAN100035,50,Female,Premium,London,2025-08-05,23:26:24,Online Banking,Low,Website down during payment,Branch,Resolved,2025-08-09,4.0,147.98,4.0,False,Mortgage,BR451
CMP100508,SAN100191,18,Other,Premium,Sheffield,2025-01-29,12:15:10,Account Access Issues,High,Account locked without explanation,Branch,Resolved,2025-02-04,6.0,0.0,1.0,False,Cash ISA,BR142
CMP100509,SAN100483,34,Female,Premium,Stoke-on-Trent,2025-06-08,03:24:27,Fraud/Security,Low,Fraud alert triggered incorrectly,Email,Closed,2025-06-28,20.0,180.24,1.0,False,Select Current Account,
CMP100510,SAN100163,62,Other,Premium,Manchester,2025-01-25,09:38:17,Online Banking,Medium,Transfer limit too restrictive,Email,Resolved,2025-02-09,15.0,116.66,4.0,False,1|2|3 Current Account,
CMP100511,SAN100116,45,Female,Premium,Southampton,2025-02-21,04:12:50,Account Access Issues,Critical,Two-factor authentication issues,Email,Closed,2025-02-23,2.0,143.46,1.0,True,eSaver,
CMP100512,SAN100374,35,Male,Premium,Nottingham,2025-07-29,07:51:06,Online Banking,Low,Cannot download statements,Email,Closed,2025-07-31,2.0,0.0,4.0,False,Stocks & Shares ISA,BR530
CMP100513,SAN100251,24,Other,Premium,London,2024-12-14,16:43:31,Mobile App Issues,High,App shows incorrect balance,Online Chat,Closed,2024-12-15,1.0,0.0,3.0,False,Select Current Account,
CMP100514,SAN100495,48,Female,Premium,Belfast,2025-04-06,10:29:05,Fee Complaints,Medium,Unexpected overdraft fee charged,Mobile App,Closed,2025-04-21,15.0,0.0,4.0,False,Help to Buy ISA,
CMP100515,SAN100324,41,Other,Premium,Liverpool,2025-06-09,19:27:10,Card Problems,Medium,Card blocked while travelling,Online Chat,Closed,2025-06-29,20.0,0.0,3.0,False,Cash ISA,BR475
CMP100516,SAN100044,37,Female,Premium,Leeds,2025-02-22,23:17:06,Fraud/Security,Medium,Security breach concern,Mobile App,Resolved,2025-02-26,4.0,0.0,5.0,False,Credit Card,
CMP100517,SAN100334,18,Other,Standard,Coventry,2025-01-29,04:35:45,Card Problems,Low,Card blocked while travelling,Email,Closed,2025-01-30,1.0,0.0,3.0,False,Everyday Current Account,
CMP100518,SAN100239,85,Male,Standard,Bristol,2024-11-08,00:40:41,Customer Service,Low,Long wait times on phone support,Branch,Closed,2024-11-09,1.0,0.0,3.0,False,Personal Loan,BR781
CMP100519,SAN100248,29,Male,Standard Plus,Cardiff,2025-09-09,19:11:19,Loan/Mortgage Issues,High,Mortgage application delayed,Social Media,Closed,2025-10-27,48.0,0.0,1.0,True,1|2|3 Current Account,
CMP100520,SAN100268,32,Male,Premium,Nottingham,2025-07-11,14:11:16,Fee Complaints,Medium,ATM withdrawal fee dispute,Phone,Closed,2025-07-15,4.0,199.6,4.0,False,Credit Card,BR913
CMP100521,SAN100267,35,Female,Premium,Birmingham,2025-09-04,08:21:49,Interest Rate Disputes,High,Variable rate increased unexpectedly,Phone,Closed,2025-09-24,20.0,0.0,3.0,True,1|2|3 Current Account,BR961
CMP100522,SAN100166,46,Female,Premium,Sheffield,2024-07-15,11:16:39,Mobile App Issues,Medium,Cannot make payments through app,Phone,Closed,2024-07-28,13.0,0.0,4.0,False,eSaver,
CMP100523,SAN100208,68,Female,Standard Plus,Edinburgh,2025-09-16,21:19:08,Interest Rate Disputes,Medium,Promotional rate not applied,Phone,Closed,2025-09-22,6.0,0.0,3.0,False,eSaver,
CMP100524,SAN100032,57,Other,Standard,Nottingham,2024-07-02,01:22:19,Customer Service,Medium,Unhelpful staff at branch,Social Media,Closed,2024-07-05,3.0,138.56,5.0,False,Personal Loan,BR595
CMP100525,SAN100319,25,Other,Premium,Newcastle,2024-10-29,06:03:28,Interest Rate Disputes,Medium,Interest calculation incorrect,Branch,Resolved,2024-10-30,1.0,0.0,1.0,False,Credit Card,
CMP100526,SAN100429,36,Other,Premium,Cardiff,2024-06-29,02:55:02,Transaction Disputes,Medium,Refund not received after 30 days,Online Chat,Closed,2024-07-12,13.0,158.83,2.0,False,Mortgage,
CMP100527,SAN100018,48,Other,Premium,Manchester,2025-08-18,00:47:31,Card Problems,Low,New card not received after 2 weeks,Email,Resolved,2025-09-07,20.0,164.82,4.0,False,Everyday Saver,
CMP100528,SAN100068,33,Female,Standard Plus,Nottingham,2024-09-06,08:49:32,Card Problems,Low,Contactless payment not working,Social Media,Closed,2024-09-20,14.0,191.79,4.0,False,Personal Loan,
CMP100529,SAN100406,66,Male,Premium,Liverpool,2024-08-11,19:47:04,Branch Service,Low,Branch closed without notice,Email,Resolved,2024-08-21,10.0,31.8,2.0,False,Stocks & Shares ISA,BR184
CMP100530,SAN100109,37,Female,Standard,Liverpool,2025-05-20,23:10:17,Account Access Issues,Low,Account locked without explanation,Online Chat,Resolved,2025-05-21,1.0,0.0,5.0,False,1|2|3 Current Account,
CMP100531,SAN100391,50,Male,Standard Plus,Belfast,2025-07-12,15:22:08,Payment Delays,Low,International transfer delayed,Branch,Closed,2025-08-29,48.0,0.0,4.0,False,Credit Card,
CMP100532,SAN100148,58,Female,Standard,Sheffield,2025-03-13,06:27:40,Fee Complaints,Low,Unexpected overdraft fee charged,Email,Resolved,2025-04-04,22.0,0.0,2.0,False,Credit Card,BR167
CMP100533,SAN100281,58,Female,Standard Plus,Stoke-on-Trent,2025-04-04,00:24:58,Online Banking,High,Transfer limit too restrictive,Online Chat,Resolved,2025-04-08,4.0,0.0,5.0,False,Mortgage,BR110
CMP100534,SAN100268,32,Male,Premium,Nottingham,2025-04-01,00:00:36,Branch Service,High,Documents lost by branch,Email,Closed,2025-05-25,54.0,797.46,2.0,True,Stocks & Shares ISA,BR622
CMP100535,SAN100139,46,Other,Premium,Leeds,2024-06-19,20:47:01,Fraud/Security,Low,Fraud alert triggered incorrectly,Mobile App,Closed,2024-07-01,12.0,0.0,1.0,False,Credit Card,
CMP100536,SAN100468,29,Female,Standard,Newcastle,2024-09-25,18:53:28,Online Banking,Medium,Transfer limit too restrictive,Online Chat,Closed,2024-10-07,12.0,0.0,5.0,False,Mortgage,BR716
CMP100537,SAN100031,28,Other,Standard Plus,Cardiff,2025-10-28,21:50:12,Account Access Issues,Medium,Two-factor authentication issues,Online Chat,Closed,2025-11-16,19.0,0.0,2.0,False,1|2|3 Current Account,BR250
CMP100538,SAN100472,72,Male,Premium,Manchester,2025-05-16,10:44:41,Interest Rate Disputes,Critical,Interest calculation incorrect,Email,Closed,2025-06-08,23.0,0.0,3.0,False,Everyday Saver,
CMP100539,SAN100490,56,Female,Premium,Glasgow,2025-09-26,06:09:21,Interest Rate Disputes,Medium,Promotional rate not applied,Email,Resolved,2025-10-10,14.0,0.0,1.0,False,Mortgage,BR569
CMP100540,SAN100156,57,Other,Premium,Newcastle,2024-09-02,06:31:10,Account Access Issues,Medium,Unable to log into online banking for 3 days,Social Media,Resolved,2024-09-03,1.0,0.0,1.0,False,Select Current Account,
CMP100541,SAN100093,52,Male,Premium,Southampton,2024-11-21,06:34:50,Transaction Disputes,Critical,Refund not received after 30 days,Phone,Resolved,2024-11-26,5.0,0.0,2.0,False,Everyday Saver,
CMP100542,SAN100148,58,Female,Standard,Sheffield,2025-01-06,00:38:09,Fee Complaints,Critical,ATM withdrawal fee dispute,Phone,Resolved,2025-02-11,36.0,137.15,1.0,True,Stocks & Shares ISA,
CMP100543,SAN100190,32,Female,Standard Plus,Nottingham,2025-07-22,22:50:16,Account Access Issues,Low,Password reset not working,Social Media,Resolved,2025-07-25,3.0,0.0,4.0,False,1|2|3 Current Account,
CMP100544,SAN100146,36,Female,Premium,Coventry,2024-06-26,23:49:46,Mobile App Issues,Low,App shows incorrect balance,Mobile App,Closed,2024-07-02,6.0,0.0,3.0,False,Personal Loan,
CMP100545,SAN100139,46,Other,Premium,Leeds,2025-05-22,06:20:38,Account Access Issues,High,Password reset not working,Email,Resolved,2025-05-29,7.0,0.0,2.0,True,Personal Loan,BR927
CMP100546,SAN100181,43,Other,Premium,Bristol,2024-06-27,03:40:56,Interest Rate Disputes,Medium,Interest calculation incorrect,Email,Closed,2024-07-05,8.0,0.0,1.0,False,Business Current Account,
CMP100547,SAN100175,49,Other,Premium,Leeds,2024-06-05,18:57:56,Loan/Mortgage Issues,High,Early repayment fee dispute,Branch,Resolved,2024-06-18,13.0,0.0,5.0,True,Cash ISA,BR241
CMP100548,SAN100138,47,Male,Premium,Belfast,2025-08-02,16:55:06,Fee Complaints,Medium,Unexpected overdraft fee charged,Email,Resolved,2025-09-11,40.0,0.0,3.0,False,Help to Buy ISA,BR613
CMP100549,SAN100314,45,Other,Premium,Bradford,2025-08-06,23:31:33,Customer Service,Low,Long wait times on phone support,Branch,Resolved,2025-08-09,3.0,42.0,1.0,False,Select Current Account,BR886
CMP100550,SAN100168,32,Male,Standard Plus,Cardiff,2024-10-28,16:38:00,Loan/Mortgage Issues,Medium,Incorrect interest rate applied,Mobile App,Closed,2024-10-29,1.0,0.0,4.0,False,Mortgage,BR848
CMP100551,SAN100497,29,Female,Premium,Leeds,2025-06-11,02:59:06,Interest Rate Disputes,High,Promotional rate not applied,Social Media,Resolved,2025-06-14,3.0,67.02,4.0,False,Mortgage,BR171
CMP100552,SAN100052,42,Other,Premium,Edinburgh,2025-02-07,14:11:56,Interest Rate Disputes,Critical,Interest calculation incorrect,Email,Resolved,2025-03-09,30.0,81.03,1.0,True,Select Current Account,
CMP100553,SAN100198,19,Other,Premium,Birmingham,2024-12-08,16:10:49,Interest Rate Disputes,High,Variable rate increased unexpectedly,Online Chat,Closed,2024-12-22,14.0,0.0,3.0,True,Personal Loan,
CMP100554,SAN100262,33,Male,Standard Plus,Belfast,2025-05-09,14:14:50,Online Banking,Low,Transfer limit too restrictive,Online Chat,Resolved,2025-05-13,4.0,163.42,3.0,False,Personal Loan,BR238
CMP100555,SAN100193,50,Other,Standard Plus,Leeds,2025-03-21,21:07:43,Interest Rate Disputes,High,Promotional rate not applied,Phone,Resolved,2025-04-13,23.0,0.0,2.0,False,Everyday Current Account,BR498
CMP100556,SAN100156,57,Other,Premium,Newcastle,2025-07-02,08:18:41,Account Access Issues,Low,Two-factor authentication issues,Email,Resolved,2025-07-29,27.0,0.0,5.0,False,Personal Loan,
CMP100557,SAN100127,22,Female,Standard Plus,Stoke-on-Trent,2024-10-10,14:19:23,Interest Rate Disputes,Medium,Interest calculation incorrect,Phone,Closed,2024-11-05,26.0,187.42,4.0,False,Credit Card,BR420
CMP100558,SAN100296,52,Female,Premium,Sheffield,2025-01-19,06:38:48,Transaction Disputes,Medium,Incorrect amount debited,Social Media,Resolved,2025-02-23,35.0,139.82,3.0,False,eSaver,BR828
CMP100559,SAN100122,26,Female,Standard Plus,Southampton,2025-03-04,15:25:30,Customer Service,Medium,Long wait times on phone support,Email,Closed,2025-03-08,4.0,0.0,1.0,False,Everyday Current Account,BR620
CMP100560,SAN100241,20,Other,Standard,Manchester,2024-06-25,13:57:31,Account Access Issues,Low,Password reset not working,Email,Resolved,2024-07-14,19.0,0.0,2.0,False,1|2|3 Current Account,
CMP100561,SAN100067,31,Male,Premium,Stoke-on-Trent,2025-09-30,17:29:45,Online Banking,Low,Transfer limit too restrictive,Mobile App,Resolved,2025-10-08,146.0,0.0,1.0,False,Personal Loan,BR131
CMP100562,SAN100149,57,Male,Premium,Stoke-on-Trent,2025-08-29,15:54:57,Fraud/Security,Low,Suspicious activity not flagged,Phone,Closed,2025-09-23,25.0,0.0,3.0,False,Stocks & Shares ISA,BR285
CMP100563,SAN100134,38,Male,Standard Plus,Newcastle,2025-05-31,06:36:34,Online Banking,Medium,Website down during payment,Mobile App,Closed,2025-06-18,18.0,180.42,2.0,False,Mortgage,
CMP100564,SAN100200,21,Male,Premium,Newcastle,2025-01-31,13:34:52,Interest Rate Disputes,Medium,Promotional rate not applied,Mobile App,Closed,2025-02-20,20.0,0.0,4.0,False,1|2|3 Current Account,
CMP100565,SAN100485,46,Male,Standard Plus,Glasgow,2024-07-10,09:00:25,Account Access Issues,Low,Account locked without explanation,Phone,Resolved,2024-07-24,14.0,1840.82,2.0,False,Business Current Account,
CMP100566,SAN100445,57,Female,Standard Plus,Nottingham,2025-09-21,05:54:32,Customer Service,Low,Incorrect information provided,Phone,Closed,2025-09-23,2.0,0.0,3.0,False,Select Current Account,BR381
CMP100567,SAN100468,29,Female,Standard,Newcastle,2024-11-19,19:56:09,Loan/Mortgage Issues,Medium,Early repayment fee dispute,Social Media,Resolved,2024-11-30,11.0,0.0,3.0,False,Cash ISA,BR490
CMP100568,SAN100274,50,Male,Standard Plus,Birmingham,2024-10-12,13:30:39,Loan/Mortgage Issues,High,Early repayment fee dispute,Mobile App,Closed,2024-12-09,58.0,0.0,5.0,True,Everyday Current Account,
CMP100569,SAN100365,47,Female,Premium,Bristol,2024-11-01,21:29:27,Account Access Issues,High,Unable to log into online banking for 3 days,Social Media,Closed,2024-12-09,38.0,0.0,1.0,False,Stocks & Shares ISA,
CMP100570,SAN100229,36,Other,Premium,Leeds,2024-07-04,01:01:57,Transaction Disputes,Low,Incorrect amount debited,Email,Closed,2024-07-05,1.0,0.0,5.0,False,Select Current Account,
CMP100571,SAN100092,41,Other,Premium,Edinburgh,2025-03-26,19:41:55,Interest Rate Disputes,High,Variable rate increased unexpectedly,Email,Resolved,2025-03-28,2.0,0.0,4.0,False,Select Current Account,BR244
CMP100572,SAN100445,57,Female,Standard Plus,Nottingham,2024-08-27,13:36:47,Account Access Issues,Low,Account locked without explanation,Phone,Resolved,2024-08-28,1.0,61.03,4.0,False,Stocks & Shares ISA,
CMP100573,SAN100236,22,Male,Standard Plus,Manchester,2024-06-02,17:32:48,Account Access Issues,Medium,Unable to log into online banking for 3 days,Phone,Closed,2024-06-20,0.0,93.05,1.0,False,Help to Buy ISA,BR972
CMP100574,SAN100062,53,Other,Premium,Leicester,2024-10-07,19:40:02,Interest Rate Disputes,Low,Variable rate increased unexpectedly,Online Chat,Closed,2024-10-30,23.0,0.0,2.0,False,Credit Card,BR408
CMP100575,SAN100260,19,Female,Standard Plus,Bristol,2025-05-27,04:05:24,Fee Complaints,Low,ATM withdrawal fee dispute,Email,Resolved,2025-05-30,3.0,0.0,1.0,False,Help to Buy ISA,BR455
CMP100576,SAN100324,41,Other,Premium,Liverpool,2024-09-01,16:49:33,Account Access Issues,Medium,Two-factor authentication issues,Branch,Closed,2024-09-10,9.0,0.0,4.0,False,Help to Buy ISA,
CMP100577,SAN100050,23,Male,Standard Plus,Sheffield,2025-08-11,00:58:19,Customer Service,Medium,Unhelpful staff at branch,Email,Resolved,2025-09-05,25.0,0.0,4.0,False,1|2|3 Current Account,BR650
CMP100578,SAN100143,42,Other,Premium,Manchester,2024-09-04,07:17:44,Branch Service,High,Appointment not honored,Phone,Closed,2024-09-22,18.0,0.0,1.0,True,Credit Card,BR350
CMP100579,SAN100259,46,Other,Premium,London,2025-07-28,06:31:02,Mobile App Issues,High,Fingerprint login not working,Email,Closed,2025-08-07,10.0,182.11,5.0,False,Cash ISA,BR430
CMP100580,SAN100232,43,Other,Premium,Manchester,2025-07-11,10:51:46,Fraud/Security,Low,Phishing email received,Social Media,Resolved,2025-07-23,12.0,0.0,1.0,False,Everyday Current Account,
CMP100581,SAN100185,45,Female,Premium,Bristol,2025-06-11,06:53:27,Card Problems,Low,Card blocked while travelling,Phone,Resolved,2025-06-20,9.0,0.0,2.0,False,Stocks & Shares ISA,BR180
CMP100582,SAN100321,41,Other,Standard Plus,Glasgow,2024-07-13,04:22:31,Loan/Mortgage Issues,Low,Mortgage application delayed,Mobile App,Resolved,2024-07-17,4.0,0.0,3.0,False,Cash ISA,BR844
CMP100583,SAN100306,49,Female,Standard,Sheffield,2025-07-18,00:56:20,Account Access Issues,Low,Two-factor authentication issues,Online Chat,Resolved,2025-07-29,11.0,0.0,4.0,False,1|2|3 Current Account,BR468
CMP100584,SAN100196,25,Other,Standard Plus,London,2024-12-29,21:24:35,Interest Rate Disputes,High,Variable rate increased unexpectedly,Online Chat,Closed,2025-01-14,16.0,29.06,5.0,False,Everyday Current Account,BR592
CMP100585,SAN100160,46,Female,Premium,Nottingham,2024-08-06,16:36:03,Card Problems,Medium,New card not received after 2 weeks,Phone,Closed,2024-09-03,28.0,0.0,5.0,False,Stocks & Shares ISA,
CMP100586,SAN100101,61,Other,Premium,Cardiff,2025-08-02,01:59:25,Mobile App Issues,Medium,Cannot make payments through app,Online Chat,Closed,2025-08-16,14.0,0.0,5.0,False,Cash ISA,BR196
CMP100587,SAN100264,48,Male,Premium,Newcastle,2025-01-12,05:15:36,Fraud/Security,Low,Phishing email received,Online Chat,Closed,2025-02-01,20.0,0.0,4.0,False,eSaver,
CMP100588,SAN100162,29,Male,Standard,Leeds,2025-01-14,13:15:34,Mobile App Issues,Medium,Cannot make payments through app,Email,Closed,2025-01-16,2.0,192.28,1.0,False,Cash ISA,BR886
CMP100589,SAN100290,50,Female,Premium,London,2024-06-06,01:54:52,Card Problems,Medium,New card not received after 2 weeks,Phone,Resolved,2024-06-14,8.0,0.0,1.0,False,eSaver,BR458
CMP100590,SAN100273,53,Female,Standard Plus,Birmingham,2025-03-22,10:17:26,Interest Rate Disputes,Medium,Interest calculation incorrect,Branch,Resolved,2025-03-23,1.0,0.0,4.0,False,Credit Card,BR351
CMP100591,SAN100130,31,Other,Premium,Bradford,2025-06-06,16:26:37,Interest Rate Disputes,High,Savings rate lower than advertised,Online Chat,Closed,2025-06-09,106.0,0.0,5.0,False,eSaver,
CMP100592,SAN100285,45,Female,Standard,Manchester,2025-06-08,14:14:01,Fee Complaints,Medium,Monthly fee increased without notice,Mobile App,Resolved,2025-06-26,18.0,179.79,4.0,False,Personal Loan,BR395
CMP100593,SAN100024,50,Female,Premium,Birmingham,2025-05-22,05:32:23,Payment Delays,Medium,Standing order failed,Email,Closed,2025-07-21,60.0,0.0,5.0,False,Everyday Current Account,BR191
CMP100594,SAN100197,62,Female,Standard Plus,Bradford,2025-06-20,04:44:03,Fraud/Security,Medium,Suspicious activity not flagged,Phone,Closed,2025-06-21,1.0,0.0,1.0,False,eSaver,
CMP100595,SAN100089,41,Female,Premium,Glasgow,2025-11-25,09:51:59,Fraud/Security,High,Phishing email received,Phone,Open,,,0.0,,False,Help to Buy ISA,
CMP100596,SAN100133,69,Other,Premium,Stoke-on-Trent,2025-07-10,09:12:04,Online Banking,Low,Transfer limit too restrictive,Social Media,Resolved,2025-08-01,22.0,0.0,5.0,False,1|2|3 Current Account,
CMP100597,SAN100031,28,Other,Standard Plus,Cardiff,2025-04-25,19:04:08,Transaction Disputes,Low,Unauthorized transaction on my account,Social Media,Resolved,2025-04-28,3.0,176.53,2.0,False,Business Current Account,
CMP100598,SAN100422,47,Female,Premium,Leeds,2025-02-11,05:10:28,Account Access Issues,Low,Password reset not working,Social Media,Resolved,2025-02-22,11.0,0.0,5.0,False,Select Current Account,
CMP100599,SAN100338,28,Male,Premium,Belfast,2025-03-07,12:58:15,Fraud/Security,High,Fraud alert triggered incorrectly,Branch,Resolved,2025-03-25,18.0,0.0,3.0,False,Stocks & Shares ISA,BR395
CMP100600,SAN100165,44,Other,Premium,Coventry,2025-06-22,22:39:57,Interest Rate Disputes,High,Promotional rate not applied,Mobile App,Closed,2025-07-05,13.0,0.0,5.0,True,Everyday Current Account,
CMP100601,SAN100352,21,Male,Premium,Newcastle,2025-05-21,23:00:41,Loan/Mortgage Issues,High,Mortgage application delayed,Branch,Resolved,2025-05-23,2.0,0.0,4.0,True,Credit Card,BR206
CMP100602,SAN100149,57,Male,Premium,Stoke-on-Trent,2025-01-21,17:04:50,Online Banking,Low,Website down during payment,Online Chat,Closed,2025-01-27,6.0,140.65,2.0,False,eSaver,BR234
CMP100603,SAN100431,68,Female,Premium,Glasgow,2024-09-09,23:37:59,Transaction Disputes,Medium,Incorrect amount debited,Online Chat,Closed,2024-09-30,21.0,0.0,1.0,False,Select Current Account,
CMP100604,SAN100210,75,Other,Standard,Bristol,2024-06-24,12:50:08,Online Banking,High,Cannot download statements,Social Media,Resolved,2024-07-05,11.0,0.0,4.0,True,Credit Card,
CMP100605,SAN100429,36,Other,Premium,Cardiff,2024-12-11,17:48:19,Loan/Mortgage Issues,Low,Early repayment fee dispute,Online Chat,Closed,2024-12-12,1.0,0.0,4.0,False,Help to Buy ISA,BR560
CMP100606,SAN100226,30,Female,Premium,Newcastle,2024-07-15,08:52:38,Fraud/Security,Medium,Phishing email received,Email,Closed,2024-08-04,144.0,0.0,5.0,False,1|2|3 Current Account,
CMP100607,SAN100236,22,Male,Standard Plus,Manchester,2025-06-18,17:43:13,Loan/Mortgage Issues,Medium,Payment not reflected on account,Social Media,Closed,2025-06-19,1.0,0.0,2.0,False,Stocks & Shares ISA,
CMP100608,SAN100461,46,Female,Premium,Cardiff,2024-07-25,17:39:11,Mobile App Issues,Medium,Fingerprint login not working,Social Media,Resolved,2024-08-13,19.0,0.0,1.0,False,Credit Card,BR544
CMP100609,SAN100255,49,Other,Standard,Liverpool,2024-06-28,16:52:22,Fraud/Security,Low,Security breach concern,Branch,Closed,2024-07-01,3.0,95.27,4.0,False,1|2|3 Current Account,BR873
CMP100610,SAN100184,46,Male,Premium,Southampton,2025-02-15,14:44:01,Fraud/Security,Critical,Fraud alert triggered incorrectly,Email,Resolved,2025-03-31,44.0,0.0,1.0,False,1|2|3 Current Account,BR626
CMP100611,SAN100408,49,Male,Premium,Coventry,2024-06-05,23:15:06,Online Banking,Low,Website down during payment,Email,Closed,2024-06-11,6.0,0.0,2.0,False,Mortgage,BR454
CMP100612,SAN100170,32,Male,Premium,Newcastle,2024-08-02,15:06:36,Customer Service,Low,Unhelpful staff at branch,Mobile App,Closed,2024-08-07,5.0,0.0,1.0,False,Stocks & Shares ISA,BR696
CMP100613,SAN100371,35,Other,Premium,Stoke-on-Trent,2024-10-11,08:04:18,Interest Rate Disputes,Low,Variable rate increased unexpectedly,Email,Resolved,2024-10-13,2.0,137.74,1.0,False,Help to Buy ISA,BR330
CMP100614,SAN100395,51,Male,Premium,Cardiff,2025-04-04,02:36:53,Transaction Disputes,Medium,Incorrect amount debited,Branch,Closed,2025-04-09,5.0,0.0,4.0,False,1|2|3 Current Account,BR392
CMP100615,SAN100277,50,Female,Premium,Nottingham,2025-09-21,06:05:33,Transaction Disputes,Medium,Double charged for a purchase,Branch,Closed,2025-10-20,29.0,0.0,5.0,False,Personal Loan,BR948
CMP100616,SAN100299,38,Other,Premium,London,2024-06-16,05:38:53,Customer Service,Medium,Long wait times on phone support,Online Chat,Closed,2024-08-15,60.0,0.0,3.0,False,Everyday Current Account,
CMP100617,SAN100072,48,Male,Premium,Liverpool,2025-05-25,08:25:07,Account Access Issues,Medium,Two-factor authentication issues,Email,Closed,2025-05-31,6.0,43.91,5.0,False,Credit Card,
CMP100618,SAN100042,32,Female,Premium,Southampton,2025-03-20,01:16:54,Transaction Disputes,Low,Incorrect amount debited,Mobile App,Resolved,2025-03-28,8.0,0.0,4.0,False,1|2|3 Current Account,
CMP100619,SAN100443,53,Male,Premium,Southampton,2025-04-29,07:28:58,Transaction Disputes,Medium,Unauthorized transaction on my account,Branch,Resolved,2025-05-16,17.0,0.0,3.0,False,Business Current Account,BR921
CMP100620,SAN100306,49,Female,Standard,Sheffield,2024-07-28,04:28:47,Transaction Disputes,High,Unauthorized transaction on my account,Email,Resolved,2024-08-27,30.0,18.56,2.0,False,Everyday Current Account,BR696
CMP100621,SAN100331,44,Female,Premium,Leeds,2024-09-27,18:47:13,Account Access Issues,Low,Account locked without explanation,Mobile App,Closed,2024-10-09,95.0,0.0,1.0,False,Credit Card,
CMP100622,SAN100121,52,Female,Premium,Bristol,2024-06-04,15:30:44,Fraud/Security,High,Security breach concern,Phone,Closed,2024-06-10,6.0,0.0,3.0,False,Help to Buy ISA,
CMP100623,SAN100167,59,Female,Standard Plus,Leicester,2024-12-21,10:45:12,Customer Service,High,Promised callback never received,Branch,Resolved,2024-12-28,7.0,44.83,5.0,False,Everyday Saver,BR189
CMP100624,SAN100178,44,Male,Standard Plus,Coventry,2025-07-24,21:02:06,Account Access Issues,Medium,Two-factor authentication issues,Email,Closed,2025-08-09,16.0,0.0,2.0,False,Personal Loan,
CMP100625,SAN100157,64,Other,Standard Plus,Liverpool,2025-09-27,03:54:03,Account Access Issues,Medium,Account locked without explanation,Branch,Closed,2025-09-28,1.0,0.0,2.0,False,Help to Buy ISA,
CMP100626,SAN100411,79,Male,Premium,Coventry,2025-04-16,23:35:56,Online Banking,Low,Transfer limit too restrictive,Email,Closed,2025-04-29,13.0,10.27,4.0,False,Everyday Saver,
CMP100627,SAN100413,68,Female,Premium,Liverpool,2024-07-15,05:04:36,Online Banking,Medium,Session timeout too short,Mobile App,Closed,2024-07-21,6.0,0.0,5.0,False,Credit Card,
CMP100628,SAN100433,49,Male,Premium,London,2024-10-24,03:24:48,Mobile App Issues,High,Cannot make payments through app,Branch,Resolved,2024-11-15,22.0,0.0,3.0,True,Cash ISA,
CMP100629,SAN100298,40,Other,Premium,Cardiff,2025-05-18,23:36:08,Card Problems,Low,Card declined despite sufficient funds,Online Chat,Resolved,2025-05-19,1.0,0.0,1.0,False,Credit Card,
CMP100630,SAN100493,67,Other,Standard Plus,Bristol,2024-12-16,05:48:48,Branch Service,Low,Documents lost by branch,Email,Closed,2024-12-28,12.0,24.42,5.0,False,Select Current Account,BR363
CMP100631,SAN100326,40,Other,Standard,Glasgow,2025-10-25,22:58:43,Customer Service,Low,Incorrect information provided,Phone,Closed,2025-11-03,9.0,0.0,1.0,False,1|2|3 Current Account,
CMP100632,SAN100335,63,Female,Premium,Bradford,2025-01-17,06:42:05,Mobile App Issues,Critical,Cannot make payments through app,Online Chat,Resolved,2025-01-31,14.0,91.56,3.0,True,Business Current Account,
CMP100633,SAN100312,68,Other,Standard Plus,Glasgow,2025-02-14,21:56:09,Fee Complaints,Medium,Foreign transaction fee too high,Phone,Resolved,2025-02-15,1.0,0.0,5.0,False,Everyday Current Account,BR979
CMP100634,SAN100108,33,Female,Standard Plus,Birmingham,2025-05-04,21:15:04,Interest Rate Disputes,High,Variable rate increased unexpectedly,Mobile App,Resolved,2025-05-16,12.0,0.0,2.0,False,eSaver,
CMP100635,SAN100282,63,Other,Standard Plus,Bradford,2024-12-06,13:20:32,Interest Rate Disputes,High,Savings rate lower than advertised,Social Media,Closed,2024-12-17,11.0,0.0,5.0,False,Everyday Saver,BR861
